"sazonal","linear"
-0.000864227513227508,0.00188230251777508
0.000349201058201045,0.00300617032732325
-0.000358370370370367,0.00220903813687133
-0.00702237037037037,-0.00454452262500919
-0.00290977777777778,-0.000640905143471222
0.00190593650793653,0.00408524838036256
-0.000832206349206395,0.00125754476133928
-0.000268206349206383,0.00173198399945872
0.00777279365079369,0.00968342323757818
0.00928334417166728,0.0117462651233817
-0.00950205582833274,-0.00712869563849884
-0.00489897801973354,-0.00261517859178017
-0.00511780129598434,-0.0029235626299115
-0.00399567017382541,-0.00148796884117073
-0.00512377065550571,-0.00270563008473156
-0.00617722225902121,-0.00384864245012758
-0.00713309300488871,-0.0048940739578756
-0.00787005635887031,-0.00572059807373773
-0.00598493626936908,-0.00352201531765466
-0.00662683516593668,-0.00425347497610278
-0.00663020352941728,-0.00434640410146391
-0.00792445332878257,-0.00573021466270973
-0.00271948039463998,2.70496363627588e-05
-0.00387090098594638,-0.00121393171682416
-0.00533927421035888,-0.00277186570311718
0.000100847360395624,0.00257869510575679
-0.00575299999999996,-0.00348412736569335
0.00405485714285714,0.00623416901528323
0.000415000000000044,0.00250475111054561
-0.00354457142857146,-0.00154438107990641
-0.00759585714285715,-0.00568522755607264
-0.00262992857142854,-0.000167007619714121
0.000176499999999965,0.00254986018983385
-0.00118964285714284,0.00109415657081053
0.00156435714285716,0.00375859580893
-0.00172505357142855,0.00073786738028586
-0.000701196428571454,0.00167216376126244
-0.00162633928571426,0.000657460142239113
0.00131108928571425,0.00350532795178709
-0.00273044444444441,-0.000501376593195808
-0.000693301587301607,0.00144620550206647
0.00344369841269839,0.00549364474018594
-0.00278244444444441,-0.000822058878837382
0.00283069841269839,0.00470152321642489
-0.00750971428571426,-0.00509157371494011
-0.00342214285714286,-0.00109356304824923
0.00416314285714284,0.00640216190415594
0.00365342857142854,0.00580288685656112
0.00012177777777778,0.002818551829958
-0.0108610793650793,-0.00825386607477962
-0.00792965079365082,-0.00541199826523164
0.00063720634920638,0.00306529811574503
0.00359734391534389,0.00168671432855942
0.00269648677248679,0.000696296423821796
0.000654772486772495,-0.00143497862377303
0.0012646772486772,-0.000914634623748856
-0.000317513227513205,-0.00258638586181978
-0.000981206349206318,-0.00345905409456749
0.000465507936507882,-0.00210190057073382
-0.00800492063492062,-0.0106618899040428
0.00285207936507938,0.000105549334076638
-0.00510762725690414,-0.00730186592297698
0.00253722988595297,0.000253430457999596
0.00392151560023866,0.00154815541040478
0.00888437274309586,0.00642145179138144
0.0108069053475651,0.00865744706243251
0.00725947677613659,0.00502045772912349
0.00597961963327939,0.00365103982438576
0.00490519106185089,0.00248705049107674
0.00134861963327939,-0.00115908169937529
0.00340228564480493,0.00120804697873209
0.00390214278766212,0.00161834335970876
0.0116501427876621,0.00927678259782823
0.00821185707337642,0.00574893612166201
0.00431899021753852,0.00240836063075401
0.00458299021753852,0.00258279986887348
0.00631713307468132,0.00422738196413576
0.000338133074681325,-0.00184117879774476
-0.00372843835389008,-0.00599731098819669
0.00188814285714284,-0.000589704888218325
0.00610242857142854,0.00353502006418685
0.00239214285714284,-0.000264826411979373
0.00204085714285714,-0.000705672888145596
0.00354878571428566,0.00135454704821282
0.00199192857142856,-0.000291870856524802
-0.000355928571428537,-0.00272928876126243
-0.00310607142857144,-0.00556899238028585
-0.00376076785714286,-0.0059550065232157
-0.00400491071428572,-0.00628871014223908
0.00551180357142854,0.00313844338159465
0.00499537500000004,0.00253245404828563
-0.00362458730158731,-0.00605267906812596
-0.000813301587301606,-0.00333095411572079
0.00397341269841269,0.00136619940811299
0.000396269841269895,-0.00230050421091034
0.000142285714285741,-0.00200717257084684
-0.00580485714285716,-0.00804387618987027
0.00628700000000004,0.00395842019110641
0.00249085714285714,7.27165720829821e-05
0.00289663492063488,0.00102581011690837
0.00251020634920638,0.000549820783599348
0.00343577777777778,0.00138583145029023
0.000268349206349178,-0.0018711578830189
0.00892077777777778,0.00669170992652917
